url,id,тип объявления,регион,статус,тип_животного,окрас,порода,место события,дата_публикации,пол,возраст,описание,Длина_описания_в_словах,наличие_описания,есть_фото,количество_фото,количество_комментариев,дата находки,есть_контакты
https://pet911.ru/moskva/found/dog/rf1085967,rf1085967,найден,Moskva,хозяин найден,собака,Неизвестно,метис,"Сельскохозяйственная улица, 39, Москва","пн, 13.10.2025",Мужской,Неизвестно,"ЖК Грин Парк (район Отрадное-Свиблово) найдена собака, кобель (на вид метис с йоркширским терьером). Собака находится на временной передержке. На собаке синий ошейник. По всем вопросам обращаться в телеграмм @anastasiya_ao91 или по телефону 8 919 771 19 28",38,True,True,5,5,"пн, 13.10.2025",True
https://pet911.ru/moskva/found/dog/rf1091578,rf1091578,найден,Moskva,хозяин найден,собака,белый,Неизвестно,"Ломоносовский проспект (дублёр), 23, Москва","чт, 23.10.2025",Мужской,Неизвестно,"кобель, черно белый окрас, в шлейке с поводком и наморднике",10,True,True,1,3,"чт, 23.10.2025",True
https://pet911.ru/kubinka/found/dog/rf1089750,rf1089750,найден,Kubinka,ищут хозяина,собака,Неизвестно,Неизвестно,"Привокзальная площадь, Кубинка","пн, 20.10.2025",Неизвестно,Неизвестно,Села в электричку с Кубинки на 10:26,7,True,True,1,5,"пн, 20.10.2025",True
https://pet911.ru/moskva/found/cat/rf1087574,rf1087574,найден,Moskva,ищут хозяина,кошка,серая,Неизвестно,"улица Красная Пресня, 16, Москва","чт, 16.10.2025",Мужской,Неизвестно,Серая!! Перебегала дорогу по улице Красная Пресня! Прибилась к магазину Бинитон!,11,True,True,1,7,"чт, 16.10.2025",True
https://pet911.ru/malakhovka/found/dog/rf1093295,rf1093295,найден,Malakhovka,хозяин найден,собака,рыжий,корги,"улица Мамина-Сибиряка, 44А, Малаховка","пн, 27.10.2025",Мужской,Неизвестно,"Утром прибился к нашей прогулки рыжий корги, с белым пятном на шее. Очень дружелюбный, не голодный, ухоженный.",17,True,True,3,11,"пн, 27.10.2025",True
https://pet911.ru/moskva/found/cat/rf1084845,rf1084845,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"Открытое шоссе, 5 к6, Москва","сб, 11.10.2025",Неизвестно,"8, месяц","Кот 7-8 месяцев, определили врачи в ветеринарке. Добрый. Людей не боится. Травмы , видимо , от падения, трещина на хряще таза, переломов нет.",23,True,True,1,4,"пт, 10.10.2025",True
https://pet911.ru/yakshino/found/cat/rf1083208,rf1083208,найден,Yakshino,ищут хозяина,кошка,Неизвестно,Неизвестно,"46Н-07502, Якшино","ср, 08.10.2025",Женский,Неизвестно,"Кошка прибилась к дому, ручная, ласковая, была в противоблошином ошейнике. Черепаховый окрас, девочка. На фото в новом ошейнике.",18,True,True,10,5,"ср, 08.10.2025",True
https://pet911.ru/moskva/found/dog/rf1084876,rf1084876,найден,Moskva,ищут хозяина,собака,рыжий,Неизвестно,"улица Лётчика Бабушкина, 18, Москва","сб, 11.10.2025",Мужской,Неизвестно,"Окрас рыжий , мальчик, бегал по дворам в ошейнике и с поводком , видно было что возможно убежал",18,True,True,3,4,"сб, 11.10.2025",True
https://pet911.ru/found/dog/rf1095261,rf1095261,найден,,ищут хозяина,собака,Неизвестно,овчарка,"46Н-00403, Власьево","чт, 30.10.2025",Мужской,Неизвестно,"Овчарка, кобель",2,True,True,1,0,"чт, 30.10.2025",True
https://pet911.ru/mytishchi/found/cat/rf1085382,rf1085382,найден,Mytishchi,ищут хозяина,кошка,Неизвестно,Неизвестно,"улица Сукромка, 28, Мытищи","вс, 12.10.2025",Мужской,Неизвестно,Ласковый,1,True,True,2,1,"вс, 12.10.2025",True
https://pet911.ru/lyubertsy/found/dog/rf1093693,rf1093693,найден,Lyubertsy,хозяин найден,собака,Неизвестно,Неизвестно,"Юбилейная улица, 15, Люберцы","пн, 27.10.2025",Женский,Неизвестно,"Найдена собака, девочка в течке. Контактная, знает команды, спокойно ведёт себя дома, очень ориентированна на человека. Без амуниции.",18,True,True,2,6,"пн, 27.10.2025",True
https://pet911.ru/moskva/found/cat/rf1091585,rf1091585,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"1-я Брестская улица,  Москва","чт, 23.10.2025",Неизвестно,Неизвестно,"на фб в районной группе выложили - породистый домашний, очень боится- 1-я Брестская улица, 40-е дома Хозяин, найдись! Больше информации в фб - группа Соседи. Белорусская-Новослободская-Маяковская, разместила Диана Халилова https://www. Facebook. Com/groups/254198601370577/user/100008256601696",32,True,True,2,4,"чт, 23.10.2025",True
https://pet911.ru/shalikovo/found/dog/rf1093519,rf1093519,найден,Shalikovo,ищут хозяина,собака,Неизвестно,Неизвестно,"Партизанская улица, 43, Шаликово","пн, 27.10.2025",Женский,Неизвестно,"Йоркширский тельер, девочка, окрас шоколадный, очень миниатюрная, возможно возрастная, пластиковый ошейник, торчит язычек",13,True,True,1,5,"пн, 27.10.2025",True
https://pet911.ru/moskva/found/dog/rf1092366,rf1092366,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"проспект Мира (дублёр), Москва","сб, 25.10.2025",Мужской,Неизвестно,Собака найдена в районе м.Алексеевская-ВДНХ. Кастрирован. Был в жилете без ошейника и адресника. Есть клеймо. Очень ждёт хозяина,18,True,True,5,4,"пт, 24.10.2025",True
https://pet911.ru/stupino/found/cat/rf1091280,rf1091280,найден,Stupino,ищут хозяина,кошка,черная,Неизвестно,"проспект Победы, 49, Ступино","чт, 23.10.2025",Женский,"5, месяц","Кошка 3-5 месяцев. Ласковая, чистая. Окрас бенгал (черная).",8,True,True,3,3,"ср, 22.10.2025",True
https://pet911.ru/moskovskaya-oblast/found/dog/rf1089660,rf1089660,найден,Moskovskaya Oblast,ищут хозяина,собака,Неизвестно,Неизвестно,Московская область,"пн, 20.10.2025",Женский,Неизвестно,"Порода дратхар, без ошейника и адресника, клеймо не нашли",9,True,True,1,3,"вс, 19.10.2025",True
https://pet911.ru/moskovskaya-oblast/found/dog/rf1094717,rf1094717,найден,Moskovskaya Oblast,ищут хозяина,собака,"рыжая, бело-рыжая",Неизвестно,"Нахабино, Московская область","ср, 29.10.2025",Женский,"француз, девочка, примерно возростная собака, лет 9, бело-рыжая","Француз, девочка, примерно возростная собака, лет 9, бело-рыжая. Поведение спокойное, ближе к дому пошла сама, спокойная, послушная. Найдена в лесу между ""Русской деревней"" и ""Усадьбой Саввы Морозова"" (Нахабино, Тушинский поселок)",30,True,True,2,4,"ср, 29.10.2025",True
https://pet911.ru/found/dog/rf1087447,rf1087447,найден,,ищут хозяина,собака,Неизвестно,Неизвестно,"улица Уточкина, район Щербинка","чт, 16.10.2025",Мужской,Неизвестно,Кобель малинуа В ошейнике Добродушный Заглядывает всем прохожим в глаза,10,True,True,10,5,"ср, 15.10.2025",True
https://pet911.ru/bykovo/found/cat/rf1090155,rf1090155,найден,Bykovo,ищут хозяина,кошка,"рыжий, коричнево-рыжий",Неизвестно,"Параллельная улица, 7, Быково","вт, 21.10.2025",Мужской,Неизвестно,"Шерсть разноцветная больше в коричнево-рыжий, глаза песочные. Подбросили в подъезд или сам зашёл не понятно. По виду домашний, очень ласковый.",20,True,True,4,5,"вт, 21.10.2025",True
https://pet911.ru/moskva/found/cat/rf1092400,rf1092400,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"улица Лобачика, 11, Москва","сб, 25.10.2025",Женский,Неизвестно,"Найдена кошечка, черного цвета. Довольно ласковая, может кто-то потерял и ищет. Уже пару дней наблюдаю ее около подземного перехода, к людям идёт спокойно",23,True,True,1,3,"сб, 25.10.2025",True
https://pet911.ru/moskva/found/dog/rf1083170,rf1083170,найден,Moskva,ищут хозяина,собака,рыжий,корги,"Джанкойский проезд, 3, Москва","ср, 08.10.2025",Неизвестно,Неизвестно,Пр виду корги. Бело рыжий,5,True,False,0,3,"ср, 08.10.2025",True
https://pet911.ru/moskva/found/cat/rf1091309,rf1091309,найден,Moskva,ищут хозяина,кошка,серая,Неизвестно,"Россошанская улица, Москва","чт, 23.10.2025",Женский,Неизвестно,"Кошка, светло-серая. Несколько дней бегает у магазина Дикси на Россошанской 7. По виду ухоженная к людям тянется, но пугливая.",19,True,True,1,4,"ср, 22.10.2025",True
https://pet911.ru/moskva/found/cat/rf1095377,rf1095377,найден,Moskva,ищут хозяина,кошка,"рыжий, белая",бобтейл,"проспект Андропова, Москва","чт, 30.10.2025",Женский,Неизвестно,"Похожа на курильского бобтейла с хвостом помпоном. Спокойная, довольно крупная, рыжий окрас, мордочка на половину белая. Выглядит домашней, поела, но спокойно ( без желания сделать запас на всю оставшуюся жизнь)",30,True,True,1,2,"чт, 30.10.2025",True
https://pet911.ru/pavlovsky-posad/found/cat/rf1083259,rf1083259,найден,Pavlovsky Posad,хозяин найден,кошка,Неизвестно,Неизвестно,"Лесная улица, 26, Павловский Посад","ср, 08.10.2025",Женский,"4, месяц","️ ️ ️ ️ ️СРОЧНО ️ ️ ️ ️ Милая и ласковая кошечка ищет прежних или новых хозяев!!! По улице Лесная бегает кошечка. Плачет, и зовёт хозяев. Ласковая, доверчивая, не кусается.Видно, что потерялась, ухоженная, возраст — около 3 - 4 месяцев. На улице холодает, а она всё ещё не может найти свой дом. Хозяев просим обратится в 15 дом или позвонить по номеру +79032334045 Вероника. Мы накормили, но забрать себе не можем, так как у нас уже есть свой взрослый кот.",81,True,False,0,3,"пн, 06.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/dog/rf1088426,rf1088426,найден,Moskovskaya Oblast,ищут хозяина,собака,Неизвестно,Неизвестно,"46К-2004, Московская область","пт, 17.10.2025",Неизвестно,Неизвестно,"На дороге, на Старом Симферопольском шоссе, в районе пос. Васильевское сидит собака. Пес очень добрый. Очень напуган, но с дороги не хочет уходить, наверное ждет хозяина.",26,True,True,2,3,Неизвестно,True
https://pet911.ru/moskva/found/cat/rf1088620,rf1088620,найден,Moskva,ищут хозяина,кошка,Неизвестно,рэгдолл,"Боровское шоссе, Москва","сб, 18.10.2025",Неизвестно,Неизвестно,"На вид молодая, ухоженная. Людей не боится. Порода рэгдолл похожа",10,True,True,3,4,"сб, 18.10.2025",True
https://pet911.ru/novoseltsevo/found/dog/rf1085753,rf1085753,найден,Novoseltsevo,хозяин найден,собака,коричневый,Неизвестно,"Центральная улица, Новосельцево","вс, 12.10.2025",Женский,Неизвестно,"Найдена собака на лесной дороге деревня Новосельцево Мытищинский район, порода спаниель, сука, на ней был коричневый ошейник. Собака придержана Контакты 89661210681 Телеграмм @maktub6666",23,True,True,4,4,"вс, 12.10.2025",True
https://pet911.ru/moskva/found/dog/rf1087345,rf1087345,найден,Moskva,ищут хозяина,собака,"коричневая, белая, коричневая белая",Неизвестно,"Байкальская улица, Москва","ср, 15.10.2025",Неизвестно,Неизвестно,"Добрая, подходит, коричневая/белая",3,True,True,2,1,"ср, 15.10.2025",True
https://pet911.ru/moskva/found/dog/rf1083154,rf1083154,найден,Moskva,ищут хозяина,собака,"рыже-белый, белый",Неизвестно,"Красностуденческий проезд, 21, Москва","ср, 08.10.2025",Мужской,"2025, год","Утром 06.10.2025года около 9:00, на Красностуденческом проезде города Москвы ( САО, Тимирязевский район), найден кобель Кавалер-кинг-чарльз-спаниель, окрас блейнхейм (рыже-белый) Дружелюбный, общительный. Есть клеймо.",23,True,True,3,4,"пн, 06.10.2025",True
https://pet911.ru/podolsk/found/cat/rf1090779,rf1090779,найден,Podolsk,ищут хозяина,кошка,серый,метис,"улица Машиностроителей, 8, Подольск","ср, 22.10.2025",Неизвестно,Неизвестно,"Серый смешаный окрас,домашний,красивый,молодой,метис или породистый,один глаз плохо видит.Мяукает(плачет),ищет хозяина.Пожалуйста,помогите найти ему(ей)новый дом или приюта.",14,True,True,2,10,"ср, 22.10.2025",True
https://pet911.ru/moskva/found/dog/rf1082241,rf1082241,найден,Moskva,ищут хозяина,собака,белая,Неизвестно,"Зеленоградская улица, 17 к3, Москва","пн, 06.10.2025",Неизвестно,Неизвестно,"ФОТО ИЗ ИНТЕРНЕТА НЕ УСПЕЛИ СФОТКАТЬ Белая собака похожая на бультерьера с голубыми глазами, без ошейника, ещё чистенькая, бегает в районе Зеленоградской улице. Подбегает ко всем, дружится, но потом тут же убегает у другим, будто кого-то ищет!",37,True,True,1,3,"пн, 06.10.2025",True
https://pet911.ru/moskva/found/cat/rf1091580,rf1091580,найден,Moskva,ищут хозяина,кошка,черный,Неизвестно,"3-й Самотёчный переулок, 19, Москва","чт, 23.10.2025",Неизвестно,Неизвестно,"Вечером 23.10.25 найден чисто черный домашний кот или кошка - у аптеки Вита. Глаза янтарные. Короткошерстный, не очень крупный, упитанный. Ручной! Стрессует. Временно разместили у себя, оставить не можем.",29,True,True,1,4,"чт, 23.10.2025",True
https://pet911.ru/kaluzhskaya-oblast/found/dog/rf1088147,rf1088147,найден,Kaluzhskaya Oblast,хозяин найден,собака,Неизвестно,Неизвестно,"Обнинск, Калужская область","пт, 17.10.2025",Мужской,Неизвестно,"Йорк мальчик . Находится в ТЦ ""Атлас"" в администрации . Прибежал за прохожими на минус первый этаж. Телефон для связи 8 910 609 24 40",25,True,True,4,7,"пт, 17.10.2025",True
https://pet911.ru/kolomna/found/dog/rf1090309,rf1090309,найден,Kolomna,ищут хозяина,собака,Неизвестно,Неизвестно,"улица Астахова, 43, Коломна","вт, 21.10.2025",Неизвестно,Неизвестно,"Нашли щенка, боится людей Может чей то или помогите найти ему дом Очень милый и голодный Накормили , вечером еще сходим",21,True,True,3,8,"вт, 21.10.2025",True
https://pet911.ru/nemchinovka/found/cat/rf1088586,rf1088586,найден,Nemchinovka,ищут хозяина,кошка,Неизвестно,Неизвестно,"улица Связистов, 2, Немчиновка","сб, 18.10.2025",Неизвестно,Неизвестно,"Обнаружен кот, подробности на фото",5,True,True,3,3,"сб, 18.10.2025",True
https://pet911.ru/moskva/found/dog/rf1092107,rf1092107,найден,Moskva,ищут хозяина,собака,"белое, серая белое, серая, пятно",Неизвестно,"Краснодонская улица, Москва","пт, 24.10.2025",Мужской,Неизвестно,Серая.Белое пятно на загривке.Серая шлейка,5,True,True,1,3,"пт, 24.10.2025",True
https://pet911.ru/moskovskaya-oblast/found/dog/rf1090558,rf1090558,найден,Moskovskaya Oblast,ищут хозяина,собака,Неизвестно,Неизвестно,"Домодедовское шоссе, Московская область","вт, 21.10.2025",Мужской,Неизвестно,"ВТ 21.10 7 утра Домодедоское шоссе между деревнями Щербинка и Заболотье Замечена собака на дороге ️ По дороге ходит крупный кобель алабая на длинной цепи. Сырой и грязный, не испуган. Остановиться не смогла к сожалению, подъехать на место не получится - уехала далеко.",43,True,True,1,4,"вт, 21.10.2025",True
https://pet911.ru/vlasovo/found/dog/rf1094211,rf1094211,найден,Vlasovo,ищут хозяина,собака,Неизвестно,Неизвестно,"52/1, Власово","вт, 28.10.2025",Мужской,"5, месяц",Щенок 4-5 месяцев,3,True,True,1,0,"пн, 27.10.2025",True
https://pet911.ru/moskva/found/cat/rf1085444,rf1085444,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"Марьинский бульвар, 10, Москва","вс, 12.10.2025",Женский,Неизвестно,"Возле дома ,напротив детской стоматологии , в районе Марьинского бульвара 10 ходит кошечка . Кличка Милка. Купированный хвостик",18,True,True,2,6,"вс, 12.10.2025",True
https://pet911.ru/found/cat/rf1084226,rf1084226,найден,,ищут хозяина,кошка,Неизвестно,Неизвестно,"Дорожная улица, Кошелевка","пт, 10.10.2025",Мужской,Неизвестно,"Очень ласковый молодой кот, чистый, явно домашний. Пришёл в дачный дом и не уходит. Спал в доме на ковре, на диване, на человеке. Был очень голодный. Уходил на прогулку, возвращался обратно. Ходит хвостом за людьми по дачному участку, по огороду. Ищем хозяев, кто потерял кота?",45,True,True,5,3,"чт, 09.10.2025",True
https://pet911.ru/balashikha/found/cat/rf1091324,rf1091324,найден,Balashikha,ищут хозяина,кошка,Неизвестно,Неизвестно,"улица Юлиуса Фучика, Балашиха","чт, 23.10.2025",Мужской,Неизвестно,"Упитанный кот, не пугливый. Часто сидит возле магазина пятёрочка в Балашихе в конце улицы Фучика.",15,True,True,3,5,"чт, 23.10.2025",True
https://pet911.ru/moskva/found/cat/rf1088927,rf1088927,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"улица Вавилова, 68 к1, Москва","сб, 18.10.2025",Мужской,Неизвестно,"Котенок мальчик, на вид домашний, в клинике сказали чистый, на уличного не похож",13,True,True,1,8,"сб, 18.10.2025",True
https://pet911.ru/moskva/found/dog/rf1083679,rf1083679,найден,Moskva,ищут хозяина,собака,"черные, серый, черный",овчарка,"Большая Остроумовская улица, 21, Москва","чт, 09.10.2025",Мужской,Неизвестно,"Крупный дымчато-серый пёс с кариеми глазами, морда и нос черные. Кавказская овчарка. На нем черный тканевая ошейник с поржавевшей фурнитурой",20,True,True,3,4,"чт, 09.10.2025",True
https://pet911.ru/found/dog/rf1084222,rf1084222,найден,,ищут хозяина,собака,"черно-коричневый, коричневый",Неизвестно,"Красулинская улица, 21, район Коммунарка","пт, 10.10.2025",Неизвестно,Неизвестно,"Черно-коричневый окрас, уши купированы, оранжевый ошейник, коричневый поводок. К сожалению, покойная. Вызвана городская служба.",14,True,True,1,5,"пт, 10.10.2025",True
https://pet911.ru/vidnoye/found/dog/rf1086578,rf1086578,найден,Vidnoye,ищут хозяина,собака,белый,Неизвестно,"вл16, Видное","вт, 14.10.2025",Мужской,Неизвестно,Алабай белый,2,True,False,0,1,"вт, 14.10.2025",True
https://pet911.ru/grigorovo/found/dog/rf1082159,rf1082159,найден,Grigorovo,ищут хозяина,собака,Неизвестно,Неизвестно,"Григоровская улица, Григорово","пн, 06.10.2025",Мужской,Неизвестно,"Бегала по велодорожке, увязалась за нами.",6,True,True,3,2,"пн, 06.10.2025",True
https://pet911.ru/moskva/found/dog/rf1082138,rf1082138,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"Сторожевая улица, 4 с4, Москва","пн, 06.10.2025",Неизвестно,сегодня (6 октября в 13:30) недалеко от метро лефортово увидела домашнюю собаку с абсолютно потерявшимся видом,"ДРУЗЬЯ, ВНИМАНИЕ! Сегодня (6 октября в 13:30) недалеко от метро Лефортово увидела домашнюю собаку с абсолютно потерявшимся видом. На этом месте (которое на видео) она провела минут 10, озираясь по сторонам. Все это время я стояла и высматривала хозяина. Никого не было. Затем собака тихонько побежала, я пошла за ней, но была с коляской и через минут 5 упустила ее из виду. Ходила 20 минут кругами и больше не нашла. Планирую вернуться туда сегодня вечером, когда муж приедет с работы. Адрес с таблички на видео: СТОРОЖЕВАЯ 4, строение 5",89,True,True,1,3,"пн, 06.10.2025",True
https://pet911.ru/mytishchi/found/cat/rf1090568,rf1090568,найден,Mytishchi,ищут хозяина,кошка,чёрный,Неизвестно,"1-я Крестьянская улица, 2 к2, Мытищи","ср, 22.10.2025",Мужской,Неизвестно,Чёрный,1,True,True,1,3,"вт, 21.10.2025",True
https://pet911.ru/moskva/found/dog/rf1082598,rf1082598,найден,Moskva,хозяин найден,собака,Неизвестно,лабрадор,"улица Сретенка, Москва","вт, 07.10.2025",Мужской,Неизвестно,"Светло-бежевый, похож на лабрадора - ретривера, без ошейника, потерялся на станции метро Сухаревская. Сейчас находится в газетном киоске у метро.",20,True,True,1,3,"вт, 07.10.2025",True
https://pet911.ru/krasnogorsk/found/dog/rf1088865,rf1088865,найден,Krasnogorsk,ищут хозяина,собака,Неизвестно,чихуахуа,"улица Циолковского, 7, Красногорск","сб, 18.10.2025",Женский,Неизвестно,"Найдена чихуахуа, девочка. Сейчас находится у моей подруги в Красногорске",10,True,False,0,3,"сб, 18.10.2025",True
https://pet911.ru/found/cat/rf1086226,rf1086226,найден,,ищут хозяина,кошка,"рыжий, розовато-коричнево",Неизвестно,"Центральная улица, 14Б, Улиткино","пн, 13.10.2025",Мужской,"8, месяц","Молодой рыжий котик, на вид 6-8 месяцев, в розовато-коричневом ошейнике от блох, очень ласковый, ухоженный, чистенький, явно домашний. Был найден у магазина Дикси, громко мяукал, шел ко всем людям",29,True,True,1,4,"пн, 13.10.2025",True
https://pet911.ru/korolev/found/cat/rf1091990,rf1091990,найден,Korolev,ищут хозяина,кошка,"серый, серый белая, белая",Неизвестно,"Ярославский проезд, Королёв","пт, 24.10.2025",Мужской,Неизвестно,"Кот серый, белая манишка. Обретается в районе поляны возле лесхоза ЛО (""Чаепитие в Мытищах"", конюшня). Кажется, летом его уже искали, была объява. В обед ходим гулять, подкармливаем. Удалили клеща с головы. Встречает регулярно.",33,True,True,1,3,"пн, 20.10.2025",True
https://pet911.ru/turovo/found/dog/rf1092010,rf1092010,найден,Turovo,ищут хозяина,собака,Неизвестно,Неизвестно,"Центральная улица, Турово","пт, 24.10.2025",Мужской,Неизвестно,"Порода русская гончая, с ошейником",5,True,False,0,3,"пт, 24.10.2025",True
https://pet911.ru/lyubertsy/found/cat/rf1085468,rf1085468,найден,Lyubertsy,ищут хозяина,кошка,рыжий,Неизвестно,"улица Карла Либкнехта, 28, Люберцы","вс, 12.10.2025",Неизвестно,Неизвестно,"Рыжий ( яроко рыжего цвета) пушистый кот, ласковый домашний, людей ге боится , сделана стрижка грумминг , кисточка на хвосте. Очень худой и голодный. Нашли у себя на территории частного сектора.",31,True,True,4,3,"пт, 10.10.2025",True
https://pet911.ru/moskva/found/cat/rf1082848,rf1082848,найден,Moskva,ищут хозяина,кошка,"бело-серый, серый",Неизвестно,"Нахимовский проспект, 33/2, Москва","вт, 07.10.2025",Женский,Неизвестно,"Бело-серый окрас, ласковая, подходит ко многим. Ошейник голубого цвета. Уже больше недели находится в этом районе, сидит под машинами",19,True,True,4,10,"вт, 07.10.2025",True
https://pet911.ru/severny/lost/cat/rf1085937,rf1085937,найден,Severny,ищут хозяина,кошка,голубой,Неизвестно,"Солнечная улица, 8, Северный","пн, 13.10.2025",Женский,Неизвестно,"Не контактная на руки не пойдет, очень пугливая . Похожа на смесь британки и русской голубой",16,True,True,2,3,Неизвестно,True
https://pet911.ru/moskva/found/cat/rf1082578,rf1082578,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"Лесная улица, Москва","вт, 07.10.2025",Женский,Неизвестно,,0,False,True,2,3,"вт, 07.10.2025",True
https://pet911.ru/moskva/found/dog/rf1089266,rf1089266,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"Первомайская улица, Москва","вс, 19.10.2025",Мужской,Неизвестно,"Светлая, с желтыми пятнами. Обчень добрый с ошейником и цепочкой, знает команды. Ищем старых или новых хозяев",17,True,True,1,2,"вс, 19.10.2025",True
https://pet911.ru/moskva/found/dog/rf1084970,rf1084970,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"18, улица Лётчика Бабушкина, Бабушкинский район, Москва, Центральный федеральный округ, 129281, Россия","сб, 11.10.2025",Мужской,не больше 1-2х лет,"Спаниель, молодой, ухоженный. Очень активные и любвеобильный. Не больше 1-2х лет. С ошейником без адресника, есть ошейник от блох. Был с поводком фиолетового цвета. Нашли с утра в 9:00 по адресу Лётчика Бабушкина, 18. Крутился вокруг дома.",37,True,True,3,9,"сб, 11.10.2025",True
https://pet911.ru/moskva/found/dog/rf1090100,rf1090100,найден,Moskva,ищут хозяина,собака,чёрная,Неизвестно,"Лесная улица, Москва","вт, 21.10.2025",Неизвестно,Неизвестно,"Чёрная, кажется с белым пятнышком на груди",7,True,True,5,5,"вт, 21.10.2025",True
https://pet911.ru/moskva/found/cat/rf1084045,rf1084045,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"Новинский бульвар, 11, Москва","чт, 09.10.2025",Неизвестно,Неизвестно,Кот погибает на Новинском бульваре. Буду благодарна помощи с отловом и доставкой в вет. Клинику. Нужны руки. Помогите спасти кота.,20,True,True,2,2,"чт, 09.10.2025",True
https://pet911.ru/znamya-oktyabrya/found/dog/rf1094448,rf1094448,найден,Znamya Oktyabrya,ищут хозяина,собака,"пятнышки, черные",Неизвестно,"34, Знамя Октября","ср, 29.10.2025",Мужской,"2, год","️Срочно ️ Рязановское шоссе / Знамя Октября / Родники! Найден кобель, породистый, возраст около 2 лет, ласковый, контактный, знает некоторые команды, есть черные пятнышки на теле в районе хвоста и пуза, видно - домашний, по степени загрязнения, на улице точно не более 3-4 дней. Адресник отсутствует. На фото он мокрый, при сушке стал посветлее. Придержим у себя максимум 2-3 дня! На больший срок, к сожалению, оставить не можем, дома кобель таксы, конфликтуют. Если Вы знаете хозяина или можете придержать у себя собачку (с отслеживанием), пожалуйста, дайте обратную связь. ️",89,True,True,6,3,"вт, 28.10.2025",True
https://pet911.ru/vasilyevskoye/found/dog/rf1084047,rf1084047,найден,Vasilyevskoye,ищут хозяина,собака,"белый, черный",Неизвестно,"Прибрежная улица, Васильевское","чт, 09.10.2025",Мужской,"4, год","С ошейником, средний размер, около 20 кг, возраст +-3-4 года, черный, уши слегка висят на одной трети, на левой передней лапе белый чулок, хвост бубликом, пышный как у лаяэек, длина шерсти чуть длинне обычной, дружелюбная , на других собак агрессирует только при кормлении. На кошек на участке не агрессирует.На простейшие команды не реагирует. В вольере сидит спокойно, ночью не брешет.",60,True,True,7,3,"чт, 09.10.2025",True
https://pet911.ru/voskresensk/found/cat/rf1088782,rf1088782,найден,Voskresensk,ищут хозяина,кошка,"серый, коричневый",Неизвестно,"Конная улица, Воскресенск","сб, 18.10.2025",Мужской,Неизвестно,"найден кот рядом с предприятием,серый,глаза зеленые,на нем коричневый ошейник",9,True,True,2,4,"сб, 18.10.2025",True
https://pet911.ru/lobnya/found/dog/rf1088123,rf1088123,найден,Lobnya,хозяин найден,собака,Неизвестно,Неизвестно,"улица Ленина, 37, Лобня","пт, 17.10.2025",Неизвестно,Неизвестно,,0,False,True,1,2,"пт, 17.10.2025",True
https://pet911.ru/putilkovo/found/cat/rf1083014,rf1083014,найден,Putilkovo,ищут хозяина,кошка,коричневый,домашняя,"Садовая улица, Путилково","ср, 08.10.2025",Неизвестно,Неизвестно,"Чёрно=коричневый.Детьми найдена кошка? В М.О. Пос.Путилково ул.Садовая д.18 подъезд 5.Кошка спокойная- домашняя или устала от скитаний Дети написали о помощи- еда...Взрослые помогите ,чем можете, а волонтёры пожалуйста поставте на другие сайты...Может быть, найдуться добрые руки и сердце кто возьмет её в тёплый дом, т. К. Начинаются холода.Она будет Вас встречать и провожать каждый день и будет верна Вам, когда другие отвернуться...Для детей это незаменимый опыт общения- забота, внимание...Помогите Все- как можете и чем можете- на её месте может оказаться , не дай Бог и Ваш любимец.Помогите- не проходите мимо, а главное не обижайте беззащитное животное.Хорошо, если найдётся хозяин.",98,True,True,2,8,"вт, 07.10.2025",True
https://pet911.ru/moskva/found/dog/rf1087070,rf1087070,найден,Moskva,ищут хозяина,собака,коричневую,Неизвестно,"улица Маршала Тимошенко, 40, Москва","ср, 15.10.2025",Женский,Неизвестно,"Утром нашли коричневую суку курцхаара. Молодая, упитанная Есть клеймо",9,True,True,2,5,"ср, 15.10.2025",True
https://pet911.ru/podolsk/found/cat/rf1087731,rf1087731,найден,Podolsk,ищут хозяина,кошка,рыжий,Неизвестно,"Школьная улица, 13Б, Подольск","чт, 16.10.2025",Неизвестно,Неизвестно,"Рыжий с белым окрасом кот или кошка,был замечен возле дороги по улице Школьная",13,True,True,3,3,"чт, 16.10.2025",True
https://pet911.ru/moskva/found/bird/rf1083273,rf1083273,найден,,ищут хозяина,птица,голубой,Неизвестно,"Беговая улица, 6А, Москва","ср, 08.10.2025",Мужской,Неизвестно,Залетел волнистый попугайчик. Окрас: голубой. Общительный,6,True,True,2,3,"ср, 08.10.2025",True
